to do item,<newline>*** TODO <capitalize>
will it C2 part 1,<newline>*** TODO [#C22] (1) <capitalize>
will it C2 part 2,<newline>*** TODO [#C22] (2) <capitalize>
will it C2 part 3,<newline>*** TODO [#C22] (3) <capitalize>
will it C2 part 4,<newline>*** TODO [#C22] (4) <capitalize>
will it C2 part 5,<newline>*** TODO [#C22] (5) <capitalize>
will it C3 part 1,<newline>*** TODO [#C23] (1) <capitalize>
will it C3 part 2,<newline>*** TODO [#C23] (2) <capitalize>
will it C3 part 3,<newline>*** TODO [#C23] (3) <capitalize>
will it C3 part 4,<newline>*** TODO [#C23] (4) <capitalize>
will it C3 part 5,<newline>*** TODO [#C23] (5) <capitalize>
will it C4 part 1,<newline>*** TODO [#C24] (1) <capitalize>
will it C4 part 2,<newline>*** TODO [#C24] (2) <capitalize>
will it C4 part 3,<newline>*** TODO [#C24] (3) <capitalize>
will it C4 part 4,<newline>*** TODO [#C24] (4) <capitalize>
will it C4 part 5,<newline>*** TODO [#C24] (5) <capitalize>
will it C5 part 1,<newline>*** TODO [#C25] (1) <capitalize>
will it C5 part 2,<newline>*** TODO [#C25] (2) <capitalize>
will it C5 part 3,<newline>*** TODO [#C25] (3) <capitalize>
will it C5 part 4,<newline>*** TODO [#C25] (4) <capitalize>
will it C5 part 5,<newline>*** TODO [#C25] (5) <capitalize>
will it C6 part 1,<newline>*** TODO [#C26] (1) <capitalize>
will it C6 part 2,<newline>*** TODO [#C26] (2) <capitalize>
will it C6 part 3,<newline>*** TODO [#C26] (3) <capitalize>
will it C6 part 4,<newline>*** TODO [#C26] (4) <capitalize>
will it C6 part 5,<newline>*** TODO [#C26] (5) <capitalize>
will it C7 part 1,<newline>*** TODO [#C27] (1) <capitalize>
will it C7 part 2,<newline>*** TODO [#C27] (2) <capitalize>
will it C7 part 3,<newline>*** TODO [#C27] (3) <capitalize>
will it C7 part 4,<newline>*** TODO [#C27] (4) <capitalize>
will it C7 part 5,<newline>*** TODO [#C27] (5) <capitalize>
will it C8 part 1,<newline>*** TODO [#C28] (1) <capitalize>
will it C8 part 2,<newline>*** TODO [#C28] (2) <capitalize>
will it C8 part 3,<newline>*** TODO [#C28] (3) <capitalize>
will it C8 part 4,<newline>*** TODO [#C28] (4) <capitalize>
will it C8 part 5,<newline>*** TODO [#C28] (5) <capitalize>
will it C9 part 1,<newline>*** TODO [#C29] (1) <capitalize>
will it C9 part 2,<newline>*** TODO [#C29] (2) <capitalize>
will it C9 part 3,<newline>*** TODO [#C29] (3) <capitalize>
will it C9 part 4,<newline>*** TODO [#C29] (4) <capitalize>
will it C9 part 5,<newline>*** TODO [#C29] (5) <capitalize>
will it C10 part 1,<newline>*** TODO [#C30] (1) <capitalize>
will it C10 part 2,<newline>*** TODO [#C30] (2) <capitalize>
will it C10 part 3,<newline>*** TODO [#C30] (3) <capitalize>
will it C10 part 4,<newline>*** TODO [#C30] (4) <capitalize>
will it C10 part 5,<newline>*** TODO [#C30] (5) <capitalize>
